"PreyTSN","PredTSN","PredPreyNum","PredStageNum","PreyStageNum","PredName","PredNum","PreyName","PreyNum","AreaCode"
"46861","78980",1388,7,7,"Mopalia",22,"Porifera",104,"Barkley"
"46861","97775",29331,7,7,"Pagurus",24,"Porifera",104,"Barkley"
"46861","78213",12978,7,7,"Archidoris montereyensis",76,"Porifera",104,"Barkley"
"46861","78979",1371,7,7,"Katharina tunicata",18,"Porifera",104,"Barkley"
"46861","78979",5959,7,7,"Katharina tunicata",18,"Porifera",104,"Barkley"
"46861","78188",6401,7,7,"Diaulula sandiegensis",44,"Porifera",104,"Barkley"
"46861","78188",12989,7,7,"Diaulula sandiegensis",44,"Porifera",104,"Barkley"
"46861","78188",12994,7,7,"Diaulula sandiegensis",44,"Porifera",104,"Barkley"
"46861","64397",62019,7,7,"Polynoidae",107,"Porifera",104,"Barkley"
"46861","157157",102,7,7,"Henricia leviuscula",35,"Porifera",104,"Barkley"
"46861","78188",54976,7,7,"Diaulula sandiegensis",44,"Porifera",104,"Barkley"
"46861","92283",40215,7,7,"Sphaeromatidae",87,"Porifera",104,"Barkley"
"46861","78579",1655,7,7,"Dirona",110,"Porifera",104,"Barkley"
"46861","78980",1379,7,7,"Mopalia",22,"Porifera",104,"Barkley"
"46861","78188",1178,7,7,"Diaulula sandiegensis",44,"Porifera",104,"Barkley"
"46861","95375",15800,7,7,"Caprellidae",103,"Porifera",104,"Barkley"
"46861","93295",56543,7,7,"Gammaridea",42,"Porifera",104,"Barkley"
"46861","78213",54968,7,7,"Archidoris montereyensis",76,"Porifera",104,"Barkley"
"46861","157325",25762,7,7,"Ophiuroidea",112,"Porifera",104,"Barkley"
"46861","78188",1647,7,7,"Diaulula sandiegensis",44,"Porifera",104,"Barkley"
"46861","78213",14581,2,7,"Archidoris montereyensis",76,"Porifera",104,"Barkley"
"46861","78213",12976,7,7,"Archidoris montereyensis",76,"Porifera",104,"Barkley"
"46861","78979",2855,7,7,"Katharina tunicata",18,"Porifera",104,"Barkley"
"46861","78188",6397,7,7,"Diaulula sandiegensis",44,"Porifera",104,"Barkley"
"46861","78188",1177,7,7,"Diaulula sandiegensis",44,"Porifera",104,"Barkley"
"46861","92283",40196,7,7,"Sphaeromatidae",87,"Porifera",104,"Barkley"
"46861","78213",6381,7,7,"Archidoris montereyensis",76,"Porifera",104,"Barkley"
"46861","78188",12992,7,7,"Diaulula sandiegensis",44,"Porifera",104,"Barkley"
"46861","78188",970,7,7,"Diaulula sandiegensis",44,"Porifera",104,"Barkley"
"46861","78980",69983,2,7,"Mopalia",22,"Porifera",104,"Barkley"
"46861","78188",6403,7,7,"Diaulula sandiegensis",44,"Porifera",104,"Barkley"
"46861","78188",1321,7,7,"Diaulula sandiegensis",44,"Porifera",104,"Barkley"
"46861","69795",657,7,7,"Calliostoma",61,"Porifera",104,"Barkley"
"46861","78188",12991,7,7,"Diaulula sandiegensis",44,"Porifera",104,"Barkley"
"46861","157253",28585,7,7,"Pisaster ochraceus",58,"Porifera",104,"Barkley"
"46861","78188",1313,7,7,"Diaulula sandiegensis",44,"Porifera",104,"Barkley"
"46861","78213",1310,7,7,"Archidoris montereyensis",76,"Porifera",104,"Barkley"
"46861","78188",1646,7,7,"Diaulula sandiegensis",44,"Porifera",104,"Barkley"
"46861","78188",967,7,7,"Diaulula sandiegensis",44,"Porifera",104,"Barkley"
"46861","78188",12995,7,7,"Diaulula sandiegensis",44,"Porifera",104,"Barkley"
"46861","52551",70198,7,7,"Anthopleura",57,"Porifera",104,"Barkley"
"46861","157139",13038,7,7,"Dermasterias imbricata",43,"Porifera",104,"Barkley"
"46861","78188",969,7,7,"Diaulula sandiegensis",44,"Porifera",104,"Barkley"
"46861","78188",12936,7,7,"Diaulula sandiegensis",44,"Porifera",104,"Barkley"
"46861","164457",16161,7,7,"Gobiesocidae",96,"Porifera",104,"Barkley"
"46861","64397",61999,7,7,"Polynoidae",107,"Porifera",104,"Barkley"
"46861","78213",12930,7,7,"Archidoris montereyensis",76,"Porifera",104,"Barkley"
"46861","92283",25774,7,7,"Sphaeromatidae",87,"Porifera",104,"Barkley"
"46861","78188",12990,7,7,"Diaulula sandiegensis",44,"Porifera",104,"Barkley"
"46861","78213",6388,7,7,"Archidoris montereyensis",76,"Porifera",104,"Barkley"
"46861","78213",23180,7,7,"Archidoris montereyensis",76,"Porifera",104,"Barkley"
"46861","93295",56549,7,7,"Gammaridea",42,"Porifera",104,"Barkley"
"46861","157157",2865,7,7,"Henricia leviuscula",35,"Porifera",104,"Barkley"
"46861","93295",56558,7,7,"Gammaridea",42,"Porifera",104,"Barkley"
"46861","93295",56541,7,7,"Gammaridea",42,"Porifera",104,"Barkley"
"46861","78213",6384,7,7,"Archidoris montereyensis",76,"Porifera",104,"Barkley"
"46861","78213",12980,7,7,"Archidoris montereyensis",76,"Porifera",104,"Barkley"
"46861","78188",6398,7,7,"Diaulula sandiegensis",44,"Porifera",104,"Barkley"
"46861","78213",12981,7,7,"Archidoris montereyensis",76,"Porifera",104,"Barkley"
"46861","78213",6383,7,7,"Archidoris montereyensis",76,"Porifera",104,"Barkley"
"46861","78213",54969,7,7,"Archidoris montereyensis",76,"Porifera",104,"Barkley"
"46861","93295",37206,7,7,"Gammaridea",42,"Porifera",104,"Barkley"
"46861","78213",23172,7,7,"Archidoris montereyensis",76,"Porifera",104,"Barkley"
"46861","78213",1637,7,7,"Archidoris montereyensis",76,"Porifera",104,"Barkley"
"46861","78213",6385,7,7,"Archidoris montereyensis",76,"Porifera",104,"Barkley"
"47771","78188",54976,7,7,"Diaulula sandiegensis",44,"Haliclona",16,"Barkley"
"47771","78188",1321,7,7,"Diaulula sandiegensis",44,"Haliclona",16,"Barkley"
"47771","78188",969,7,7,"Diaulula sandiegensis",44,"Haliclona",16,"Barkley"
"47771","78188",1178,7,7,"Diaulula sandiegensis",44,"Haliclona",16,"Barkley"
"47771","78188",12936,7,7,"Diaulula sandiegensis",44,"Haliclona",16,"Barkley"
"47771","78188",970,7,7,"Diaulula sandiegensis",44,"Haliclona",16,"Barkley"
"47771","78213",6381,7,7,"Archidoris montereyensis",76,"Haliclona",16,"Barkley"
"47771","78188",6399,7,7,"Diaulula sandiegensis",44,"Haliclona",16,"Barkley"
"47771","78188",1647,7,7,"Diaulula sandiegensis",44,"Haliclona",16,"Barkley"
"47771","78188",12989,7,7,"Diaulula sandiegensis",44,"Haliclona",16,"Barkley"
"48396","78213",1310,7,7,"Archidoris montereyensis",76,"Halichondria panicea",15,"Barkley"
"48396","78188",1313,7,7,"Diaulula sandiegensis",44,"Halichondria panicea",15,"Barkley"
"48396","78213",12974,7,7,"Archidoris montereyensis",76,"Halichondria panicea",15,"Barkley"
"48396","78979",16,7,7,"Katharina tunicata",18,"Halichondria panicea",15,"Barkley"
"48396","78188",1646,7,7,"Diaulula sandiegensis",44,"Halichondria panicea",15,"Barkley"
"48396","157157",102,7,7,"Henricia leviuscula",35,"Halichondria panicea",15,"Barkley"
"48396","78979",13,7,7,"Katharina tunicata",18,"Halichondria panicea",15,"Barkley"
"48396","78188",6397,7,7,"Diaulula sandiegensis",44,"Halichondria panicea",15,"Barkley"
"48396","78213",6379,7,7,"Archidoris montereyensis",76,"Halichondria panicea",15,"Barkley"
"48396","78213",54967,7,7,"Archidoris montereyensis",76,"Halichondria panicea",15,"Barkley"
"48396","157157",2864,7,7,"Henricia leviuscula",35,"Halichondria panicea",15,"Barkley"
"48396","78188",12988,7,7,"Diaulula sandiegensis",44,"Halichondria panicea",15,"Barkley"
"48396","78980",69983,2,7,"Mopalia",22,"Halichondria panicea",15,"Barkley"
"48396","78213",12930,7,7,"Archidoris montereyensis",76,"Halichondria panicea",15,"Barkley"
"48396","78188",12935,7,7,"Diaulula sandiegensis",44,"Halichondria panicea",15,"Barkley"
"48396","78213",14581,2,7,"Archidoris montereyensis",76,"Halichondria panicea",15,"Barkley"
"48396","78213",959,7,7,"Archidoris montereyensis",76,"Halichondria panicea",15,"Barkley"
"48396","78213",1637,7,7,"Archidoris montereyensis",76,"Halichondria panicea",15,"Barkley"
"48739","78980",51634,7,7,"Mopalia",22,"Hydrozoa",51,"Barkley"
"48739","95500",18728,7,7,"Euphausiidae",119,"Hydrozoa",51,"Barkley"
"48739","78699",593,7,7,"Hermissenda crassicornis",98,"Hydrozoa",51,"Barkley"
"48739","48739",19809,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19841,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","85257",40088,7,7,"Copepoda",126,"Hydrozoa",51,"Barkley"
"48739","48739",30024,2,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","69795",1414,7,7,"Calliostoma",61,"Hydrozoa",51,"Barkley"
"48739","48739",19780,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","59490",45176,7,7,"Nematoda",127,"Hydrozoa",51,"Barkley"
"48739","48739",19811,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19786,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19822,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","52551",54842,7,7,"Anthopleura",57,"Hydrozoa",51,"Barkley"
"48739","69795",704,7,7,"Calliostoma",61,"Hydrozoa",51,"Barkley"
"48739","48739",19787,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19778,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",32962,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","85257",39878,7,7,"Copepoda",126,"Hydrozoa",51,"Barkley"
"48739","85257",57911,2,7,"Copepoda",126,"Hydrozoa",51,"Barkley"
"48739","48739",19816,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","78699",12681,7,7,"Hermissenda crassicornis",98,"Hydrozoa",51,"Barkley"
"48739","69795",14293,7,7,"Calliostoma",61,"Hydrozoa",51,"Barkley"
"48739","48739",32955,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19824,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19832,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19823,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",30025,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","78699",13001,7,7,"Hermissenda crassicornis",98,"Hydrozoa",51,"Barkley"
"48739","48739",19772,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","85257",39961,7,7,"Copepoda",126,"Hydrozoa",51,"Barkley"
"48739","97775",32833,7,7,"Pagurus",24,"Hydrozoa",51,"Barkley"
"48739","48739",19844,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","85257",57912,2,7,"Copepoda",126,"Hydrozoa",51,"Barkley"
"48739","48739",30023,2,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19802,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","69795",14292,7,7,"Calliostoma",61,"Hydrozoa",51,"Barkley"
"48739","48739",19805,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","78699",1664,7,7,"Hermissenda crassicornis",98,"Hydrozoa",51,"Barkley"
"48739","48739",30027,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19777,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19813,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","69795",696,7,7,"Calliostoma",61,"Hydrozoa",51,"Barkley"
"48739","48739",19800,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","san334",63929,7,7,"Gunnell",82,"Hydrozoa",51,"Barkley"
"48739","157139",47818,7,7,"Dermasterias imbricata",43,"Hydrozoa",51,"Barkley"
"48739","48739",19781,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","157139",13044,7,7,"Dermasterias imbricata",43,"Hydrozoa",51,"Barkley"
"48739","85257",39911,7,7,"Copepoda",126,"Hydrozoa",51,"Barkley"
"48739","69795",700,7,7,"Calliostoma",61,"Hydrozoa",51,"Barkley"
"48739","78979",2850,7,7,"Katharina tunicata",18,"Hydrozoa",51,"Barkley"
"48739","98435",810,7,7,"Pugettia",26,"Hydrozoa",51,"Barkley"
"48739","48739",19801,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",30032,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",23332,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",23000,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19840,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19814,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19775,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","180547",70140,7,7,"Enhydra lutris",128,"Hydrozoa",51,"Barkley"
"48739","78699",12919,7,7,"Hermissenda crassicornis",98,"Hydrozoa",51,"Barkley"
"48739","157139",2772,7,7,"Dermasterias imbricata",43,"Hydrozoa",51,"Barkley"
"48739","48739",19771,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","69795",1423,7,7,"Calliostoma",61,"Hydrozoa",51,"Barkley"
"48739","48739",19770,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","85257",39846,7,7,"Copepoda",126,"Hydrozoa",51,"Barkley"
"48739","78980",752,7,7,"Mopalia",22,"Hydrozoa",51,"Barkley"
"48739","48739",19830,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19838,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19779,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19837,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","85257",40071,7,7,"Copepoda",126,"Hydrozoa",51,"Barkley"
"48739","48739",19792,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19833,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19782,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",30033,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","157325",32683,7,7,"Ophiuroidea",112,"Hydrozoa",51,"Barkley"
"48739","180547",70140,7,7,"Hexagrammos decagrammus",130,"Hydrozoa",51,"Barkley"
"48739","48739",19825,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19839,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19831,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",32954,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19808,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",32963,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19788,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",66115,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19828,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19826,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","180547",70140,7,7,"Sebastes melanops",131,"Hydrozoa",51,"Barkley"
"48739","85257",39862,7,7,"Copepoda",126,"Hydrozoa",51,"Barkley"
"48739","48739",19783,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","157139",12778,7,7,"Dermasterias imbricata",43,"Hydrozoa",51,"Barkley"
"48739","48739",19793,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","78980",1389,7,7,"Mopalia",22,"Hydrozoa",51,"Barkley"
"48739","48739",19827,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","78699",998,7,7,"Hermissenda crassicornis",98,"Hydrozoa",51,"Barkley"
"48739","48739",19791,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","78699",552,7,7,"Hermissenda crassicornis",98,"Hydrozoa",51,"Barkley"
"48739","52551",70199,7,7,"Anthopleura",57,"Hydrozoa",51,"Barkley"
"48739","85257",39992,7,7,"Copepoda",126,"Hydrozoa",51,"Barkley"
"48739","48739",30030,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",66113,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19773,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",30026,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19834,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","157139",13043,7,7,"Dermasterias imbricata",43,"Hydrozoa",51,"Barkley"
"48739","65870",41675,7,7,"Nereididae",41,"Hydrozoa",51,"Barkley"
"48739","48739",19774,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",30028,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","157325",32668,7,7,"Ophiuroidea",112,"Hydrozoa",51,"Barkley"
"48739","78579",1656,7,7,"Dirona",110,"Hydrozoa",51,"Barkley"
"48739","64397",62018,7,7,"Polynoidae",107,"Hydrozoa",51,"Barkley"
"48739","48739",19785,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19815,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","78980",1380,7,7,"Mopalia",22,"Hydrozoa",51,"Barkley"
"48739","180547",70140,7,7,"Hemilepidotus hemilepidotus",129,"Hydrozoa",51,"Barkley"
"48739","48739",19810,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19829,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","78699",13002,7,7,"Hermissenda crassicornis",98,"Hydrozoa",51,"Barkley"
"48739","157325",32665,7,7,"Ophiuroidea",112,"Hydrozoa",51,"Barkley"
"48739","48739",19790,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19784,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","48739",19789,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","97775",32825,7,7,"Pagurus",24,"Hydrozoa",51,"Barkley"
"48739","85257",39890,7,7,"Copepoda",126,"Hydrozoa",51,"Barkley"
"48739","52551",70209,7,7,"Anthopleura",57,"Hydrozoa",51,"Barkley"
"48739","98435",2026,7,7,"Pugettia",26,"Hydrozoa",51,"Barkley"
"48739","48739",19776,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","64397",61998,7,7,"Polynoidae",107,"Hydrozoa",51,"Barkley"
"48739","48739",19796,7,7,"Hydrozoa",51,"Hydrozoa",51,"Barkley"
"48739","78579",55446,7,7,"Dirona",110,"Hydrozoa",51,"Barkley"
"48739","89476",1161,7,7,"Pollicipes polymerus",71,"Hydrozoa",51,"Barkley"
"52551","157139",2760,7,7,"Dermasterias imbricata",43,"Anthopleura",57,"Barkley"
"52551","157139",13034,7,7,"Dermasterias imbricata",43,"Anthopleura",57,"Barkley"
"52551","157139",725,7,7,"Dermasterias imbricata",43,"Anthopleura",57,"Barkley"
"52551","157139",13028,7,7,"Dermasterias imbricata",43,"Anthopleura",57,"Barkley"
"52551","157139",13025,7,7,"Dermasterias imbricata",43,"Anthopleura",57,"Barkley"
"52551","157139",1331,7,7,"Dermasterias imbricata",43,"Anthopleura",57,"Barkley"
"52551","157139",2759,7,7,"Dermasterias imbricata",43,"Anthopleura",57,"Barkley"
"52551","52551",49775,7,7,"Anthopleura",57,"Anthopleura",57,"Barkley"
"52551","157139",47597,7,7,"Dermasterias imbricata",43,"Anthopleura",57,"Barkley"
"52551","157139",14540,7,7,"Dermasterias imbricata",43,"Anthopleura",57,"Barkley"
"52551","157139",14538,7,7,"Dermasterias imbricata",43,"Anthopleura",57,"Barkley"
"52551","157139",918,7,7,"Dermasterias imbricata",43,"Anthopleura",57,"Barkley"
"52551","78579",564,7,7,"Dirona",110,"Anthopleura",57,"Barkley"
"52551","69795",52141,7,7,"Calliostoma",61,"Anthopleura",57,"Barkley"
"52551","78699",52069,7,7,"Hermissenda crassicornis",98,"Anthopleura",57,"Barkley"
"52551","157139",923,7,7,"Dermasterias imbricata",43,"Anthopleura",57,"Barkley"
"52551","157139",13024,7,7,"Dermasterias imbricata",43,"Anthopleura",57,"Barkley"
"52551","157139",47817,7,7,"Dermasterias imbricata",43,"Anthopleura",57,"Barkley"
"52551","157139",726,7,7,"Dermasterias imbricata",43,"Anthopleura",57,"Barkley"
"52551","157139",14537,7,7,"Dermasterias imbricata",43,"Anthopleura",57,"Barkley"
"52551","157139",1338,7,7,"Dermasterias imbricata",43,"Anthopleura",57,"Barkley"
"52551","157139",52142,7,7,"Dermasterias imbricata",43,"Anthopleura",57,"Barkley"
"52551","157139",52146,7,7,"Dermasterias imbricata",43,"Anthopleura",57,"Barkley"
"52562","52569",501,7,7,"Urticina",86,"Epiactis",108,"Barkley"
"52562","157139",1341,7,7,"Dermasterias imbricata",43,"Epiactis",108,"Barkley"
"52562","157139",13023,7,7,"Dermasterias imbricata",43,"Epiactis",108,"Barkley"
"52562","157139",912,7,7,"Dermasterias imbricata",43,"Epiactis",108,"Barkley"
"52562","157139",13033,7,7,"Dermasterias imbricata",43,"Epiactis",108,"Barkley"
"52562","157139",52152,7,7,"Dermasterias imbricata",43,"Epiactis",108,"Barkley"
"52569","157139",49029,7,7,"Dermasterias imbricata",43,"Urticina",86,"Barkley"
"52569","157139",14536,7,7,"Dermasterias imbricata",43,"Urticina",86,"Barkley"
"52569","157139",1343,7,7,"Dermasterias imbricata",43,"Urticina",86,"Barkley"
"52569","157139",2761,7,7,"Dermasterias imbricata",43,"Urticina",86,"Barkley"
"53963","52551",54845,7,7,"Anthopleura",57,"Platyhelminthes",80,"Barkley"
"53963","73727",13115,7,7,"Lirabuccinum",102,"Platyhelminthes",80,"Barkley"
"567816","157225",13291,7,7,"Leptasterias",19,"Lottia digitalis",21,"Barkley"
"567816","53963",12668,7,7,"Platyhelminthes",80,"Lottia digitalis",21,"Barkley"
"567816","157253",28539,7,7,"Pisaster ochraceus",58,"Lottia digitalis",21,"Barkley"
"567816","57411",54278,7,7,"Nemertea",40,"Lottia digitalis",21,"Barkley"
"567816","53963",49366,7,7,"Platyhelminthes",80,"Lottia digitalis",21,"Barkley"
"567816","157253",13364,7,7,"Pisaster ochraceus",58,"Lottia digitalis",21,"Barkley"
"567816","157225",54272,7,7,"Leptasterias",19,"Lottia digitalis",21,"Barkley"
"567816","157253",83,7,7,"Pisaster ochraceus",58,"Lottia digitalis",21,"Barkley"
"567816","157253",54274,7,7,"Pisaster ochraceus",58,"Lottia digitalis",21,"Barkley"
"567816","157253",28578,7,7,"Pisaster ochraceus",58,"Lottia digitalis",21,"Barkley"
"567816","99035",14500,7,7,"Hemigrapsus nudus",88,"Lottia digitalis",21,"Barkley"
"567816","157253",506,2,7,"Pisaster ochraceus",58,"Lottia digitalis",21,"Barkley"
"567816","157225",13529,7,7,"Leptasterias",19,"Lottia digitalis",21,"Barkley"
"567816","157274",461,7,7,"Pycnopodia helianthoides",27,"Lottia digitalis",21,"Barkley"
"567816","157225",12823,2,7,"Leptasterias",19,"Lottia digitalis",21,"Barkley"
"567816","164457",1440,7,7,"Gobiesocidae",96,"Lottia digitalis",21,"Barkley"
"567816","157225",1277,7,7,"Leptasterias",19,"Lottia digitalis",21,"Barkley"
"567816","53963",54281,7,7,"Platyhelminthes",80,"Lottia digitalis",21,"Barkley"
"567823","157253",54275,7,7,"Pisaster ochraceus",58,"Lottia pelta",48,"Barkley"
"567823","157253",1451,7,7,"Pisaster ochraceus",58,"Lottia pelta",48,"Barkley"
"567823","157225",1195,7,7,"Leptasterias",19,"Lottia pelta",48,"Barkley"
"567823","157253",12663,7,7,"Pisaster ochraceus",58,"Lottia pelta",48,"Barkley"
"567823","157224",1453,7,7,"Evasterias troschelii",94,"Lottia pelta",48,"Barkley"
"567823","157253",2941,7,7,"Pisaster ochraceus",58,"Lottia pelta",48,"Barkley"
"567823","157253",13899,3,7,"Pisaster ochraceus",58,"Lottia pelta",48,"Barkley"
"567823","157224",2884,7,7,"Evasterias troschelii",94,"Lottia pelta",48,"Barkley"
"567823","157253",13796,2,7,"Pisaster ochraceus",58,"Lottia pelta",48,"Barkley"
"567823","157274",2996,7,7,"Pycnopodia helianthoides",27,"Lottia pelta",48,"Barkley"
"567823","164457",1458,7,7,"Gobiesocidae",96,"Lottia pelta",48,"Barkley"
"567823","157274",1459,7,7,"Pycnopodia helianthoides",27,"Lottia pelta",48,"Barkley"
"567823","97775",1456,7,7,"Pagurus",24,"Lottia pelta",48,"Barkley"
"567823","157253",1189,7,7,"Pisaster ochraceus",58,"Lottia pelta",48,"Barkley"
"567823","157253",12665,7,7,"Pisaster ochraceus",58,"Lottia pelta",48,"Barkley"
"567823","57411",54279,7,7,"Nemertea",40,"Lottia pelta",48,"Barkley"
"567823","157225",54273,7,7,"Leptasterias",19,"Lottia pelta",48,"Barkley"
"567823","157225",2907,7,7,"Leptasterias",19,"Lottia pelta",48,"Barkley"
"567823","157225",1452,7,7,"Leptasterias",19,"Lottia pelta",48,"Barkley"
"567823","157253",12660,2,7,"Pisaster ochraceus",58,"Lottia pelta",48,"Barkley"
"567823","53963",54280,7,7,"Platyhelminthes",80,"Lottia pelta",48,"Barkley"
"567823","157253",507,2,7,"Pisaster ochraceus",58,"Lottia pelta",48,"Barkley"
"567928","157274",1695,7,7,"Pycnopodia helianthoides",27,"Mytilus trossulus",23,"Barkley"
"567928","157253",45727,3,7,"Pisaster ochraceus",58,"Mytilus trossulus",23,"Barkley"
"567928","157225",2900,7,7,"Leptasterias",19,"Mytilus trossulus",23,"Barkley"
"567928","180547",4537,7,7,"Enhydra lutris",128,"Mytilus trossulus",23,"Barkley"
"567928","157253",22230,7,7,"Pisaster ochraceus",58,"Mytilus trossulus",23,"Barkley"
"567928","157253",13898,7,7,"Pisaster ochraceus",58,"Mytilus trossulus",23,"Barkley"
"567928","157253",1694,7,7,"Pisaster ochraceus",58,"Mytilus trossulus",23,"Barkley"
"567928","73295",13901,2,7,"Nucella emarginata",79,"Mytilus trossulus",23,"Barkley"
"567928","180547",1710,7,7,"Hemilepidotus hemilepidotus",129,"Mytilus trossulus",23,"Barkley"
"567928","180547",1710,7,7,"Hexagrammos decagrammus",130,"Mytilus trossulus",23,"Barkley"
"567928","157224",1693,7,7,"Evasterias troschelii",94,"Mytilus trossulus",23,"Barkley"
"567928","180547",1710,7,7,"Sebastes melanops",131,"Mytilus trossulus",23,"Barkley"
"567928","98672",13534,2,7,"Cancer productus",78,"Mytilus trossulus",23,"Barkley"
"567928","157253",13927,3,7,"Pisaster ochraceus",58,"Mytilus trossulus",23,"Barkley"
"567928","157225",1692,7,7,"Leptasterias",19,"Mytilus trossulus",23,"Barkley"
"567928","180547",1710,7,7,"Enhydra lutris",128,"Mytilus trossulus",23,"Barkley"
"567928","73295",1568,7,7,"Nucella emarginata",79,"Mytilus trossulus",23,"Barkley"
"567928","180547",4537,7,7,"Sebastes melanops",131,"Mytilus trossulus",23,"Barkley"
"567928","180547",6499,7,7,"Hexagrammos decagrammus",130,"Mytilus trossulus",23,"Barkley"
