date,collector,region,location,site,dive#,vis,transect length,transect#,transect_site#,transect_id,depth_ft,depth_m,divetime,time_in,time_out,corr_factor,depth_corr,species,group1,group2,size_cm,cryptic,count,biomass_g,notes,,
29-Jun-09,RGM,Barkley Sound,Bluestone/Prasiola/Execution,Execution,3,10,,2,4,4,,8.5,43,15:35,16:18,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
29-Jun-09,SJD,Barkley Sound,Bluestone/Prasiola/Execution,Execution,3,10,,2,4,4,,8.5,43,15:35,16:18,,,Astraea gibberosa,astraea,astraea,8,,1,180.0895397,,,
29-Jun-09,RGM,Barkley Sound,Bluestone/Prasiola/Execution,Prasiola Pt,1,5,,1,6,6,,6,39,9:51,,,,Astraea gibberosa,astraea,astraea,,,114,6679.786982,,,
29-Jun-09,RGM,Barkley Sound,Bluestone/Prasiola/Execution,Prasiola Pt,1,5,,1,6,6,,6,39,9:51,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
29-Jun-09,RGM,Barkley Sound,Bluestone/Prasiola/Execution,Prasiola Pt,1,5,,1,6,6,,6,39,9:51,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
29-Jun-09,RGM,Barkley Sound,Bluestone/Prasiola/Execution,Prasiola Pt,1,5,,1,6,6,,6,39,9:51,,,,Astraea gibberosa,astraea,astraea,5.5,,1,55.20185633,,,
29-Jun-09,RGM,Barkley Sound,Bluestone/Prasiola/Execution,Prasiola Pt,1,5,,1,6,6,,6,39,9:51,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
29-Jun-09,RGM,Barkley Sound,Bluestone/Prasiola/Execution,Prasiola Pt,1,5,,1,6,6,,6,39,9:51,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
29-Jun-09,RGM,Barkley Sound,Bluestone/Prasiola/Execution,Prasiola Pt,1,5,,1,6,6,,6,39,9:51,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
29-Jun-09,RGM,Barkley Sound,Bluestone/Prasiola/Execution,Prasiola Pt,1,5,,1,6,6,,6,39,9:51,,,,Astraea gibberosa,astraea,astraea,4,,1,20.20682255,,,
29-Jun-09,RGM,Barkley Sound,Bluestone/Prasiola/Execution,Prasiola Pt,1,5,,1,6,6,,6,39,9:51,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
29-Jun-09,RGM,Barkley Sound,Bluestone/Prasiola/Execution,Prasiola Pt,1,5,,1,6,6,,6,39,9:51,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
29-Jun-09,RGM,Barkley Sound,Bluestone/Prasiola/Execution,Prasiola Pt,1,5,,1,6,6,,6,39,9:51,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
29-Jun-09,RGM,Barkley Sound,Bluestone/Prasiola/Execution,Prasiola Pt,1,5,,1,6,6,,6,39,9:51,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
29-Jun-09,RGM,Barkley Sound,Bluestone/Prasiola/Execution,Prasiola Pt,1,5,,1,6,6,,6,39,9:51,,,,Astraea gibberosa,astraea,astraea,5.5,,1,55.20185633,,,
29-Jun-09,RGM,Barkley Sound,Bluestone/Prasiola/Execution,Prasiola Pt,1,5,,1,6,6,,6,39,9:51,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
29-Jun-09,RGM,Barkley Sound,Bluestone/Prasiola/Execution,Prasiola Pt,1,5,,1,6,6,,6,39,9:51,,,,Astraea gibberosa,astraea,astraea,4,,1,20.20682255,,,
29-Jun-09,RGM,Barkley Sound,Bluestone/Prasiola/Execution,Prasiola Pt,1,5,,1,6,6,,6,39,9:51,,,,Astraea gibberosa,astraea,astraea,4,,1,20.20682255,,,
1-Jul-09,"SJD, RGM",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,7,,1,118.1619098,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,4,,1,20.20682255,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,4,,1,20.20682255,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,3,,1,8.151102654,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,3,,1,8.151102654,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,4,,1,20.20682255,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,7,,1,118.1619098,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,4,,1,20.20682255,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,4,,1,20.20682255,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,7,,1,118.1619098,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,4,,1,20.20682255,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,3,,1,8.151102654,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,1,1,7,,7.7,55,9:41,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
1-Jul-09,"SJD, RGM",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,4,,1,20.20682255,,,
1-Jul-09,"SJD, RGM",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
1-Jul-09,"SJD, RGM",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
1-Jul-09,"SJD, RGM",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
1-Jul-09,"SJD, RGM",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,7,,1,118.1619098,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,2,,1,2.267292583,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,7,,1,118.1619098,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,4.5,,1,29.30388207,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,4,,1,20.20682255,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,4,,1,20.20682255,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,4,,1,20.20682255,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,4,,1,20.20682255,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
1-Jul-09,"RGM, SJD",Barkley Sound,George Fraser Island,GFI,1,,,2,2,8,,8,55,9:41,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,1,3,9,,6.2,60,9:48,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,1,3,9,,6.2,60,9:48,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,1,3,9,,6.2,60,9:48,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,1,3,9,,6.2,60,9:48,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"SJD, RGM",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,1,3,9,,6.2,60,9:48,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"SJD, RGM",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,1,3,9,,6.2,60,9:48,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"SJD, RGM",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,1,3,9,,6.2,60,9:48,,,,Astraea gibberosa,astraea,astraea,7,,1,118.1619098,,,
30-Jun-09,"SJD, RGM",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,1,3,9,,6.2,60,9:48,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"SJD, RGM",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,1,3,9,,6.2,60,9:48,,,,Astraea gibberosa,astraea,astraea,3,,1,8.151102654,,,
30-Jun-09,"SJD, RGM",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,1,3,9,,6.2,60,9:48,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"SJD, RGM",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,1,3,9,,6.2,60,9:48,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"SJD, RGM",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,1,3,9,,6.2,60,9:48,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"SJD, RGM",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,1,3,9,,6.2,60,9:48,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"SJD, RGM",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,1,3,9,,6.2,60,9:48,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"SJD, RGM",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,1,3,9,,6.2,60,9:48,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"SJD, RGM",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,1,3,9,,6.2,60,9:48,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"SJD, RGM",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,1,3,9,,6.2,60,9:48,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,3,,1,8.151102654,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,7,,1,118.1619098,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,4,,1,20.20682255,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,7,,1,118.1619098,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,5.5,,1,55.20185633,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,7,,1,118.1619098,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,7,,1,118.1619098,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,8,,1,180.0895397,,,
30-Jun-09,"SJD, RGM",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"SJD, RGM",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"SJD, RGM",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"SJD, RGM",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"SJD, RGM",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"SJD, RGM",Barkley Sound,George Fraser Island,smurf 1,1,15 ft,,2,4,10,,7.5,60,9:48,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,3,5,11,,6 to 8,58,12:35,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,3,5,11,,6 to 8,58,12:35,,,,Astraea gibberosa,astraea,astraea,4.5,,1,29.30388207,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,3,5,11,,6 to 8,58,12:35,,,,Astraea gibberosa,astraea,astraea,3,,1,8.151102654,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,3,5,11,,6 to 8,58,12:35,,,,Astraea gibberosa,astraea,astraea,4.5,,1,29.30388207,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,3,5,11,,6 to 8,58,12:35,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,3,5,11,,6 to 8,58,12:35,,,,Astraea gibberosa,astraea,astraea,4,,1,20.20682255,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,3,5,11,,6 to 8,58,12:35,,,,Astraea gibberosa,astraea,astraea,7,,1,118.1619098,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,3,5,11,,6 to 8,58,12:35,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,3,5,11,,6 to 8,58,12:35,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,3,5,11,,6 to 8,58,12:35,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,3,5,11,,6 to 8,58,12:35,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,3,5,11,,6 to 8,58,12:35,,,,Astraea gibberosa,astraea,astraea,4.5,,1,29.30388207,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,3,5,11,,6 to 8,58,12:35,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,3,5,11,,6 to 8,58,12:35,,,,Astraea gibberosa,astraea,astraea,5.5,,1,55.20185633,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,3,5,11,,6 to 8,58,12:35,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,4,6,12,,6.5,58,12:35,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,4,6,12,,6.5,58,12:35,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,4,6,12,,6.5,58,12:35,,,,Astraea gibberosa,astraea,astraea,4,,1,20.20682255,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,4,6,12,,6.5,58,12:35,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,4,6,12,,6.5,58,12:35,,,,Astraea gibberosa,astraea,astraea,7,,1,118.1619098,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,4,6,12,,6.5,58,12:35,,,,Astraea gibberosa,astraea,astraea,7,,1,118.1619098,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,4,6,12,,6.5,58,12:35,,,,Astraea gibberosa,astraea,astraea,5,,1,40.86266118,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,4,6,12,,6.5,58,12:35,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,4,6,12,,6.5,58,12:35,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,4,6,12,,6.5,58,12:35,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
30-Jun-09,"RGM, SJD",Barkley Sound,George Fraser Island,smurf 2/GFI 2,2,15 ft,,4,6,12,,6.5,58,12:35,,,,Astraea gibberosa,astraea,astraea,6,,1,72.64518313,,,
